n:	80
m:	2
73	94	70	55	17	76	36	99	0	48	14	24	72	2	47	9	46	5	56	24	52	67	70	50	93	46	45	40	99	55	44	25	54	92	77	85	42	1	25	7	9	18	67	79	36	35	82	86	94	20	94	92	56	69	63	95	36	15	22	76	44	24	98	69	85	32	51	96	87	74	57	26	60	47	63	83	67	88	65	76	61
91	3	63	17	68	87	5	33	43	0	38	49	58	73	15	89	71	7	98	21	86	82	68	2	6	90	8	46	37	52	34	47	55	61	16	74	7	41	18	71	3	52	28	38	20	70	79	51	48	82	52	84	17	19	56	46	90	89	13	4	54	76	25	27	16	23	68	82	1	31	89	99	69	90	44	55	3	93	38	54	83
11	25	86	50	22	92	72	20	82	17	0	94	54	32	5	48	60	62	42	75	22	60	37	24	24	67	77	93	12	3	70	76	89	56	12	73	73	11	90	89	98	17	34	74	40	82	19	68	93	25	26	16	41	45	63	2	38	50	30	86	35	75	20	86	90	34	22	59	5	28	53	26	28	17	48	14	80	42	36	12	55
3	35	21	67	77	50	39	40	39	32	48	0	55	58	43	67	42	48	32	96	68	10	14	25	22	55	41	96	7	35	1	62	52	20	84	30	14	49	17	54	80	72	38	27	55	54	27	66	29	18	45	30	49	45	37	34	92	1	19	16	70	65	17	85	85	21	97	84	34	94	48	24	78	93	32	78	4	5	38	5	82
15	72	81	93	39	4	42	80	4	61	36	45	0	30	30	73	81	60	1	67	32	32	23	40	19	2	20	9	55	94	51	37	66	83	17	7	74	28	60	57	33	31	98	98	32	95	54	27	6	69	48	8	51	58	74	66	99	49	50	18	53	84	62	97	65	64	49	81	47	65	3	44	82	4	16	45	70	81	56	61	54
12	56	89	20	95	12	6	62	9	3	68	84	36	0	76	54	34	93	67	23	99	23	98	46	98	21	95	20	5	72	30	65	43	11	7	56	17	19	31	59	65	49	67	43	30	32	93	48	51	63	21	1	81	86	92	76	67	28	46	18	53	40	33	93	95	66	29	45	15	44	24	84	98	89	51	17	97	6	82	81	32
3	21	15	38	39	54	35	29	12	21	50	18	32	3	0	44	31	14	2	20	16	98	4	81	11	37	97	71	51	51	48	93	14	27	97	39	57	87	23	21	94	83	31	53	72	17	87	20	49	63	25	72	71	53	38	87	61	2	4	54	3	60	48	31	94	5	23	20	40	94	72	20	47	86	9	14	40	4	39	96	80
52	74	68	26	55	13	18	70	43	57	84	65	82	57	81	0	54	58	29	14	33	4	22	89	41	73	35	72	48	11	65	62	63	84	35	1	23	65	81	75	1	61	45	21	81	99	22	26	78	8	55	68	59	21	51	50	15	49	70	53	48	3	84	26	10	48	64	15	80	77	46	32	62	90	44	85	59	45	87	61	35
53	18	61	90	29	33	80	44	90	11	41	16	5	46	83	95	0	11	29	55	84	53	20	84	94	15	41	95	30	55	61	51	17	81	18	36	12	33	70	7	79	47	26	87	24	67	80	86	71	63	70	29	98	36	30	79	57	2	98	15	55	90	80	98	40	45	25	60	50	86	53	76	17	2	31	14	36	25	17	80	63
64	35	23	63	27	77	98	57	2	29	17	71	71	95	75	71	93	0	49	50	50	68	58	81	80	70	42	77	87	5	63	82	40	59	68	83	30	94	55	72	64	18	61	62	6	3	77	34	59	64	12	5	98	21	40	41	56	42	8	27	86	47	7	51	68	50	53	83	76	34	14	13	39	66	12	28	47	70	76	65	40
21	44	1	78	62	31	12	2	23	98	51	96	71	62	82	59	11	41	0	67	68	41	12	62	63	43	89	4	16	43	51	3	6	53	21	18	79	9	62	69	2	98	48	70	92	91	58	1	61	2	28	78	40	68	50	53	63	12	12	79	47	22	38	31	68	92	36	10	23	18	41	28	92	75	22	9	46	2	15	23	30
86	84	27	72	97	7	14	13	50	98	90	44	34	33	87	88	17	71	13	0	73	36	11	45	23	29	8	59	14	66	35	22	10	7	95	26	76	95	74	32	84	28	62	16	18	79	2	76	63	34	45	62	86	18	49	65	7	93	31	97	63	76	3	79	15	23	44	70	63	83	99	77	84	29	16	84	29	78	53	10	23
9	9	31	38	20	28	76	3	55	37	73	79	32	5	97	50	81	12	41	55	0	48	71	56	58	97	48	43	51	21	36	9	55	24	41	70	73	30	36	76	42	50	21	89	59	23	80	54	95	21	52	79	58	3	52	19	52	91	12	68	9	21	87	16	50	28	27	46	59	12	18	92	85	28	63	21	57	12	53	56	2
72	34	66	10	49	25	8	46	78	39	49	30	9	21	17	54	8	91	49	76	46	0	53	55	30	18	20	30	80	61	48	49	91	9	20	42	16	87	84	14	65	40	35	2	44	36	58	58	39	36	32	84	80	80	22	82	30	5	50	14	41	36	87	43	92	77	30	73	33	56	78	77	60	2	54	7	98	76	79	20	52
49	76	43	61	32	84	28	19	31	68	6	16	94	33	19	12	54	43	94	32	91	68	0	72	3	77	31	82	1	4	46	94	31	6	44	41	87	26	8	15	69	69	14	79	35	54	77	24	37	89	21	2	73	45	48	66	7	31	20	84	34	35	96	21	69	67	8	13	91	3	79	63	87	6	38	25	10	41	57	70	7
78	18	15	98	29	55	1	94	6	12	13	44	36	18	68	70	31	17	55	33	71	20	49	0	80	55	83	40	1	4	29	66	39	64	60	76	18	20	62	3	50	3	99	79	57	83	75	38	30	99	97	14	4	46	19	38	18	16	71	22	89	75	43	21	85	81	64	99	17	26	83	89	76	4	83	72	21	28	97	75	64
74	4	57	82	43	74	43	78	64	8	70	92	2	45	5	34	66	69	68	54	61	53	6	21	0	83	76	17	54	60	33	36	79	11	9	81	57	3	98	35	70	86	40	81	4	76	46	72	11	42	66	35	18	20	74	73	25	76	77	53	67	89	93	3	88	29	34	11	41	92	59	99	35	9	57	4	76	31	64	4	31
74	97	29	5	83	59	13	63	94	83	87	29	18	38	96	74	43	66	61	14	67	42	57	71	73	0	81	8	55	10	54	25	98	58	20	10	91	73	14	47	31	14	99	73	37	41	31	20	85	24	52	70	61	70	38	65	39	76	31	96	83	46	59	36	26	16	91	56	87	36	52	62	57	69	12	57	30	99	94	64	72
95	76	57	41	64	45	89	61	98	51	98	89	52	57	21	77	34	43	14	14	65	99	65	79	29	36	0	19	41	52	53	28	9	98	77	1	96	67	52	31	64	99	65	88	48	12	35	28	86	51	28	46	29	46	31	21	51	66	70	21	46	21	94	29	16	45	78	55	26	16	4	65	57	16	87	10	46	65	92	51	3
8	1	54	93	32	16	27	2	31	99	68	37	37	74	3	41	73	65	18	59	68	39	47	70	43	1	71	0	15	7	94	30	80	60	79	10	24	66	86	8	65	29	40	46	66	96	56	9	15	18	90	78	7	39	42	30	71	92	2	91	97	39	53	99	34	4	48	36	65	30	26	13	39	13	83	29	40	28	27	78	67
84	29	58	44	78	63	93	54	53	19	93	48	95	87	53	46	3	71	63	35	7	85	99	41	25	16	77	27	0	15	28	13	47	22	26	8	72	36	49	28	22	57	14	34	92	1	70	4	62	97	46	29	82	60	47	65	40	23	77	52	11	25	94	12	89	86	57	21	34	79	82	9	22	21	29	24	20	25	70	21	95
10	18	4	47	89	48	26	31	37	98	35	56	48	5	55	48	11	11	44	65	58	78	15	3	3	81	82	53	2	0	49	36	10	61	1	29	99	16	29	73	31	55	74	86	63	27	24	32	76	19	12	33	66	79	93	45	29	86	76	90	15	49	20	66	2	88	72	32	38	96	99	4	74	75	80	41	50	38	54	91	69
44	76	82	24	64	38	7	1	40	76	70	47	82	1	45	67	32	98	47	23	53	96	94	65	74	64	19	32	74	82	0	98	7	68	39	22	33	53	1	72	87	13	26	77	53	60	58	75	56	44	54	14	36	37	89	80	2	44	60	84	1	56	51	11	17	41	36	74	82	52	61	67	88	36	1	56	79	41	41	9	42
37	2	76	39	3	20	60	92	16	95	9	42	18	82	57	19	30	86	13	80	45	18	99	8	44	97	49	64	89	82	44	0	92	50	15	9	73	78	7	77	14	50	52	68	33	20	67	25	38	90	8	34	50	36	81	40	65	44	8	19	93	99	38	28	25	50	66	99	81	33	43	78	38	36	22	9	56	84	73	13	36
42	33	49	65	59	5	27	95	63	88	53	87	68	54	77	54	37	55	14	72	92	4	27	7	37	85	32	49	2	36	36	61	0	34	68	43	1	23	6	23	53	32	83	30	60	4	30	26	5	10	96	3	95	88	22	54	23	43	75	49	40	69	32	96	35	53	2	13	41	18	22	29	58	48	4	36	26	57	15	68	66
7	12	16	33	52	86	62	55	29	15	2	95	52	34	12	69	67	15	40	37	32	66	88	16	65	1	97	85	56	31	95	5	45	0	96	91	97	6	93	9	89	23	88	83	71	89	35	2	15	66	46	55	42	19	37	70	71	91	97	79	17	88	68	68	78	81	69	58	5	63	36	61	93	87	29	47	45	50	71	72	29
98	54	55	93	63	85	51	26	46	85	94	5	25	17	33	84	63	37	66	27	3	19	37	20	83	97	19	36	48	46	79	73	95	66	0	16	94	57	40	66	41	30	42	9	80	76	20	96	21	55	56	84	89	84	25	29	21	43	47	88	16	85	12	47	59	49	71	30	65	4	51	22	23	73	5	85	44	47	42	50	33
22	6	22	1	47	97	9	43	16	6	95	72	3	39	54	79	20	34	43	95	62	1	29	84	79	9	2	90	97	64	35	57	96	85	37	0	99	13	78	3	71	15	75	35	72	29	60	72	91	85	28	7	45	71	32	52	65	71	16	68	4	20	86	44	74	75	23	41	23	98	45	56	47	31	37	28	83	14	67	96	50
42	61	55	1	92	93	76	5	69	16	1	79	69	94	69	11	91	88	53	38	64	46	2	4	83	97	40	55	63	69	70	54	97	90	55	96	0	56	91	64	20	81	70	56	28	97	12	95	79	3	91	62	56	97	51	80	87	15	78	63	1	56	4	32	41	74	53	67	12	77	35	79	42	50	56	94	61	37	7	45	36
98	93	63	79	57	20	9	5	78	30	15	6	35	51	35	63	48	86	42	65	37	49	82	34	54	4	62	20	74	82	62	3	29	20	36	48	84	0	19	28	70	14	1	14	43	56	86	4	23	82	81	86	6	26	64	28	76	15	10	72	85	49	38	68	18	49	74	37	59	60	92	54	12	82	2	22	68	88	93	61	88
73	12	95	48	31	2	51	67	74	9	20	82	44	95	95	37	4	8	16	36	54	60	14	44	20	37	13	82	54	4	29	56	51	87	20	63	86	55	0	67	96	98	58	49	29	88	71	79	27	92	30	23	33	51	13	84	63	56	83	92	91	26	14	15	98	86	28	94	29	97	25	31	31	93	56	89	44	63	20	89	85
82	59	20	76	48	53	83	5	45	1	55	66	75	50	91	57	7	10	83	60	31	60	23	71	42	51	44	10	97	22	64	64	59	46	91	41	37	22	62	0	52	12	68	2	52	77	70	67	99	20	65	49	27	3	35	76	15	3	10	41	71	42	95	48	40	93	22	30	19	44	28	91	23	46	76	34	26	27	16	20	62
15	43	63	52	18	8	56	75	46	25	2	42	31	38	24	83	55	79	11	47	10	54	45	26	37	59	5	67	74	63	15	61	99	3	46	4	48	2	12	84	0	28	56	89	6	54	53	17	36	60	29	31	52	22	26	92	35	90	14	10	61	10	16	82	50	36	82	68	43	36	9	8	41	19	50	48	69	94	39	57	68
41	89	49	38	36	84	3	86	98	39	29	77	51	92	7	53	80	44	84	70	55	65	84	90	88	89	35	24	32	27	95	59	17	31	17	80	28	4	73	7	98	0	49	1	44	47	44	75	92	24	62	20	29	75	85	3	28	40	17	25	50	43	82	96	66	56	95	76	10	12	77	69	13	15	42	49	50	35	97	88	23
87	24	29	54	57	21	17	74	66	96	62	62	71	80	80	13	97	52	46	23	58	16	74	41	9	45	23	75	92	94	78	21	74	84	45	91	83	2	55	90	30	42	0	49	12	5	45	24	23	98	86	21	70	35	24	51	11	61	85	84	82	98	38	59	40	18	40	55	67	1	54	72	26	22	87	95	20	40	27	42	53
72	8	99	54	83	32	5	97	68	85	82	33	90	46	91	90	71	27	53	12	72	36	6	74	17	64	39	86	10	93	48	79	52	24	96	41	21	52	59	77	75	52	40	0	4	8	90	95	93	76	45	49	52	1	75	3	43	84	82	18	9	52	44	57	12	37	14	60	13	98	82	82	18	24	1	79	50	93	73	28	59
18	82	20	31	11	41	76	76	76	90	90	12	63	56	53	58	38	7	4	32	68	77	49	26	28	67	48	61	63	42	33	13	70	19	50	86	15	84	38	63	82	82	10	97	0	84	73	28	84	80	8	45	92	35	55	72	47	5	21	32	59	88	64	56	89	35	16	88	22	77	26	87	59	44	91	74	71	73	6	91	11
99	5	43	13	23	36	46	84	41	69	62	77	18	75	56	90	65	68	4	52	3	70	54	52	77	5	19	29	12	65	27	77	52	36	51	4	9	16	44	20	21	3	43	38	4	0	7	54	97	14	20	75	67	66	79	25	84	42	56	45	36	94	66	18	22	43	28	68	73	49	19	99	33	41	33	47	86	42	16	7	84
58	89	69	81	42	95	18	77	75	26	97	58	6	49	3	15	11	98	73	10	70	80	32	59	93	57	50	30	51	56	52	53	18	10	87	52	39	80	22	58	46	85	39	64	1	85	0	3	95	43	7	29	70	52	69	3	59	54	88	86	29	91	42	26	94	42	10	98	48	32	31	19	25	81	69	38	27	57	68	16	56
43	56	49	66	43	2	67	10	86	31	79	79	13	95	21	99	58	63	36	92	52	20	50	95	23	96	19	22	78	85	29	84	33	18	22	27	24	80	15	68	37	33	20	48	37	72	34	0	32	63	13	64	32	61	37	17	35	90	82	70	3	33	30	4	39	94	91	57	44	37	12	78	67	56	23	57	43	71	19	67	50
91	54	30	65	21	84	97	36	78	71	61	40	59	37	39	93	45	20	97	95	2	88	29	30	63	35	45	79	44	98	68	72	94	20	26	87	37	7	37	13	33	87	43	16	33	56	83	73	0	78	36	61	69	7	48	14	66	91	98	48	43	51	70	77	50	24	65	18	22	15	87	37	29	36	69	63	1	45	60	82	44
73	94	95	88	65	73	97	50	34	62	71	12	27	31	49	28	34	93	13	44	10	21	28	61	71	64	12	54	25	10	76	37	13	32	57	45	21	23	85	84	17	47	10	69	90	65	17	89	19	0	73	98	10	3	49	68	94	86	72	16	63	14	32	90	46	45	18	43	83	64	48	26	27	90	78	94	35	91	17	18	53
21	56	2	6	15	69	15	55	23	48	20	65	55	79	82	24	31	8	9	70	41	13	72	57	26	61	46	94	78	65	61	35	91	55	55	46	10	44	37	71	47	28	23	18	21	2	96	58	45	41	0	27	53	18	40	92	94	66	21	82	47	45	58	57	15	55	79	6	8	91	21	46	31	23	87	97	8	7	14	22	60
41	28	52	21	59	78	4	40	37	41	17	30	6	57	3	45	6	58	31	10	36	38	39	61	11	96	76	32	37	78	53	45	77	77	66	46	19	68	20	97	93	22	66	36	38	79	32	83	49	11	51	0	37	30	31	50	18	52	65	19	71	91	23	94	98	91	22	15	65	69	24	66	90	18	44	21	78	48	58	17	58
87	79	37	93	78	74	39	65	39	81	77	9	49	68	5	12	71	42	32	24	52	54	34	77	16	29	37	80	19	60	5	27	45	11	36	72	9	62	38	87	77	86	57	87	22	61	16	48	22	64	33	93	0	5	9	5	84	37	33	21	59	50	4	38	26	13	15	83	39	36	6	30	31	31	88	59	74	64	51	63	35
77	57	5	97	78	65	20	36	9	15	15	75	21	2	59	15	2	80	25	89	34	35	68	61	88	41	55	89	43	1	83	57	45	53	14	65	14	85	64	70	32	30	96	37	58	60	1	39	81	60	41	56	97	0	48	80	54	71	29	12	34	91	86	90	71	35	45	31	72	97	89	5	9	2	44	33	26	4	97	13	4
54	94	99	57	99	16	62	73	22	13	2	93	12	9	24	39	1	29	51	36	4	51	58	52	50	82	43	79	36	43	12	94	22	83	16	98	22	94	85	93	45	5	66	15	97	29	88	98	71	4	47	73	70	18	0	22	60	53	71	5	31	13	75	60	37	47	83	27	8	18	28	6	55	35	15	30	42	83	13	10	52
35	91	31	10	2	84	33	78	37	81	55	71	36	85	97	57	94	66	10	74	24	23	41	29	44	52	80	20	67	43	90	82	39	94	38	84	99	68	63	26	10	58	89	28	56	27	58	44	3	77	63	11	23	58	72	0	69	48	76	79	60	2	16	56	94	74	27	61	12	98	60	32	21	59	83	46	74	46	94	33	11
54	74	43	41	52	73	93	85	11	55	72	57	45	56	19	94	11	79	19	9	45	69	69	6	85	5	26	91	52	96	21	65	35	18	8	80	32	27	56	97	10	92	92	68	16	97	49	30	79	72	87	96	76	82	32	85	0	40	42	17	90	21	18	46	61	6	8	71	57	23	69	83	44	21	34	37	34	61	86	43	76
26	41	42	60	20	96	36	63	8	63	88	58	1	12	76	90	52	32	66	6	79	62	2	35	38	74	11	21	20	31	29	81	67	35	30	41	58	15	54	78	93	18	70	59	76	70	41	57	48	45	96	38	84	27	98	92	58	0	77	64	52	15	36	68	15	58	97	11	9	43	27	83	44	45	45	58	16	70	50	61	41
16	67	16	44	8	31	53	75	3	59	50	20	77	49	53	58	13	90	7	63	27	98	47	95	58	93	43	59	87	94	75	25	85	73	69	56	77	66	11	68	2	8	43	46	84	78	79	3	26	89	66	53	57	25	38	10	3	18	0	30	74	67	72	65	84	57	37	11	92	20	66	64	81	35	69	70	63	28	30	16	87
1	96	42	85	34	7	2	1	64	26	38	98	86	63	54	23	31	14	78	84	81	95	5	7	1	57	63	84	33	88	57	26	50	76	43	20	9	23	1	87	42	87	9	35	17	15	46	76	68	4	52	4	20	10	72	15	87	60	4	0	31	87	29	59	35	11	51	55	4	92	95	6	6	41	45	86	90	76	77	96	67
71	55	87	56	12	58	63	14	73	43	2	70	87	75	61	13	68	12	36	81	25	21	68	3	45	12	49	1	74	45	93	58	27	95	90	86	75	73	16	80	84	63	55	68	45	10	54	84	38	86	82	96	18	53	98	88	1	5	14	71	0	51	89	45	11	66	72	46	74	60	71	55	58	37	3	49	60	84	41	44	45
47	90	41	7	8	75	81	55	14	23	99	16	49	44	5	73	73	14	92	94	2	49	9	81	84	62	47	7	93	61	89	3	14	50	29	61	29	19	73	33	1	4	21	89	40	43	68	60	84	5	17	36	26	75	80	60	64	76	59	26	68	0	92	80	24	83	98	8	96	88	42	26	46	66	71	84	67	3	18	54	84
50	61	42	7	54	89	61	37	30	99	53	37	38	38	15	58	23	90	77	88	52	10	28	77	44	3	39	73	65	22	99	38	57	99	56	13	1	63	34	97	48	58	15	18	24	67	60	78	65	66	19	52	30	76	89	93	32	20	4	8	33	63	0	42	82	7	91	12	41	85	99	98	12	57	74	62	58	56	17	77	21
89	67	43	69	84	84	34	41	35	4	84	68	21	62	33	36	42	23	65	28	95	35	55	80	96	89	51	98	13	91	86	75	28	61	80	31	67	62	52	64	80	80	11	6	91	27	24	72	39	55	22	44	49	43	49	3	21	1	48	61	27	90	46	0	93	80	56	93	87	89	14	64	19	24	31	4	64	6	29	77	83
57	45	65	47	73	32	29	1	75	16	36	71	68	18	77	30	25	56	45	18	60	95	87	74	48	83	26	42	38	38	65	16	98	50	67	31	84	94	95	45	7	68	83	20	71	10	59	24	81	28	68	99	12	93	82	70	42	10	9	69	38	18	52	65	0	4	79	68	6	3	57	66	94	19	77	60	55	18	29	28	18
64	93	48	22	77	31	2	95	34	14	65	34	87	74	73	19	12	48	76	11	32	15	56	84	82	48	62	34	61	98	79	21	44	92	81	5	38	67	78	16	51	71	95	77	63	98	99	96	55	67	17	26	39	80	51	76	59	32	31	54	73	16	29	21	25	0	8	94	80	60	39	76	92	32	32	32	1	71	85	53	84
23	97	17	39	27	98	19	95	6	23	47	29	30	35	93	49	58	47	98	33	7	80	59	78	37	44	33	69	81	39	40	91	54	52	40	16	45	48	42	20	41	55	60	25	94	84	16	84	71	9	61	95	91	70	24	48	61	17	4	69	56	83	89	50	8	21	0	48	29	74	97	96	99	5	78	76	94	57	33	23	42
37	13	63	4	18	80	31	73	3	71	4	37	59	7	26	25	7	88	64	86	57	61	40	57	19	63	71	20	54	35	90	7	2	19	97	58	59	26	9	10	18	13	12	89	4	48	74	38	33	49	67	81	21	92	82	56	33	34	84	29	28	78	2	51	34	15	69	0	55	33	35	86	1	14	1	14	53	85	90	99	44
59	65	84	37	47	14	4	92	93	96	43	97	50	35	12	90	39	52	86	49	15	69	84	97	4	90	69	82	55	97	41	39	86	74	18	15	20	77	80	97	7	80	18	69	75	86	14	66	76	98	89	23	9	18	16	13	49	56	89	92	35	59	76	31	9	45	21	52	0	45	10	3	10	16	70	73	73	95	36	66	82
97	90	34	26	8	44	70	89	89	49	40	70	89	42	99	40	5	94	42	75	48	1	56	43	26	29	32	81	57	59	74	14	44	13	25	71	9	61	82	63	53	54	97	30	60	48	39	7	99	66	98	72	47	90	75	30	11	81	70	3	1	98	18	68	83	88	3	17	52	0	58	17	88	33	76	10	18	43	64	6	49
22	51	91	22	33	81	60	9	36	83	10	62	38	40	8	68	83	13	82	69	75	51	7	90	96	75	75	1	67	16	55	58	43	42	66	45	47	37	62	26	31	51	91	53	91	57	26	40	86	13	78	50	85	72	59	46	34	15	54	32	81	29	64	47	16	90	71	77	37	1	0	29	29	46	49	38	25	16	65	78	9
65	99	31	10	9	14	65	16	43	62	86	40	64	2	16	70	87	46	24	59	64	98	72	10	28	23	89	94	28	20	52	53	73	4	82	57	71	60	94	74	74	11	25	82	56	84	43	51	23	83	2	94	58	46	84	2	44	64	86	52	52	98	38	42	85	18	36	57	96	71	21	0	89	30	75	62	17	86	68	37	42
73	13	10	21	51	27	46	79	10	16	37	84	45	91	29	38	7	79	26	56	88	84	91	74	50	29	4	30	25	53	97	37	7	93	73	38	35	12	8	60	73	13	94	62	22	15	62	37	17	38	48	19	60	72	64	37	70	96	37	68	8	37	73	81	24	75	34	39	29	9	95	60	0	1	68	14	59	97	75	61	65
59	33	3	96	44	29	74	97	91	43	18	41	78	89	42	80	20	43	24	43	94	49	18	15	88	15	25	68	38	4	79	86	29	84	51	4	37	60	47	35	48	1	2	58	85	67	32	75	35	71	69	22	25	26	6	2	37	56	81	27	64	98	42	24	53	78	72	99	51	41	34	88	76	0	22	53	38	7	86	46	3
12	52	5	71	92	90	81	59	24	91	73	87	75	1	61	23	9	19	73	30	30	18	87	67	21	58	76	60	60	75	82	60	25	47	92	97	38	46	62	56	30	5	84	72	67	27	21	68	28	2	40	21	44	90	66	77	81	11	4	18	8	78	43	73	20	25	99	79	95	5	20	69	3	18	0	76	94	72	48	35	38
35	46	54	19	89	98	36	7	96	54	68	51	79	44	89	78	46	34	40	22	69	2	90	31	56	71	47	11	30	70	89	60	21	50	84	49	31	32	80	30	99	90	21	57	42	79	89	92	30	24	88	46	77	62	3	20	16	85	90	1	98	11	9	47	71	78	41	36	53	29	49	58	1	41	28	0	98	9	64	49	3
35	20	20	15	79	5	18	83	50	29	93	26	96	45	50	97	43	57	20	34	88	53	28	17	83	36	96	49	48	89	66	66	82	20	90	31	67	61	34	22	75	17	21	14	40	20	53	30	77	34	63	4	62	69	75	76	81	45	86	40	67	42	89	61	55	32	56	78	28	62	80	40	71	14	52	61	0	6	67	55	82
90	26	72	67	14	46	47	35	97	5	55	38	2	30	66	70	39	80	2	97	97	73	48	56	67	82	99	71	88	44	88	68	79	46	27	98	60	35	52	53	86	33	96	43	65	75	43	54	7	74	2	28	24	85	98	28	71	7	53	5	1	51	31	53	2	92	10	83	58	20	57	29	20	23	93	72	76	0	74	44	32
99	55	92	21	41	18	68	38	19	34	19	14	41	19	61	27	30	12	90	18	24	77	97	27	96	19	10	95	28	65	51	10	55	21	85	8	65	76	76	96	65	93	18	18	31	70	60	20	19	95	7	83	58	28	97	58	50	27	69	71	98	41	55	52	22	72	78	38	55	42	12	52	63	22	48	17	5	71	0	45	60
62	92	78	84	95	98	33	43	34	31	53	66	75	69	3	64	11	92	51	5	87	97	17	79	58	37	45	81	45	36	14	87	21	2	51	91	57	89	11	57	53	85	71	74	5	35	29	95	24	35	37	41	51	89	82	15	24	90	76	56	29	50	87	4	1	95	2	75	65	24	40	44	86	11	35	7	11	85	56	0	56
44	33	62	86	76	37	13	99	47	42	20	21	7	43	36	74	2	34	24	80	32	91	51	6	86	86	55	43	77	31	94	50	65	19	14	86	43	5	15	82	72	44	73	33	92	8	24	6	83	26	51	83	52	22	17	58	61	64	3	63	79	87	71	74	53	82	73	10	25	92	62	49	39	11	54	84	11	61	99	14	0
